Sample;"X(ms) [24,05,2024 10:41:39 735 UTC]";"IO,Entradas,Sensor[%DB1000,DBX58,5]";"Dados,PesoAtual[%DB1003,DBD2]";"Dados,PesoFiltrado[%DB1003,DBD6]";"Dados,IndicativoPesoNovo[%DB1003,DBX0,0]";"Dados,UltimoPeso[%DB1003,DBD10]";"Tendencia,Peso";"Tendencia,ColetaDados";;
1412;"1,72E+12";0;"190,25";"264,6000061";0;281;280;0;;-5
1413;"1,72E+12";0;"168,25";"264,6000061";0;281;280;0;;-22
1414;"1,72E+12";0;"145,25";"259,3999939";0;281;280;0;;-23
1415;"1,72E+12";0;"128,25";"253,0500031";0;281;280;0;;-17
1416;"1,72E+12";0;"117,25";"253,0500031";0;281;280;0;;-11
1417;"1,72E+12";0;"104,25";"245,0500031";0;281;280;0;;-13
1418;"1,72E+12";0;"85,25";"236,0500031";0;281;280;0;;-19
1419;"1,72E+12";0;"66,25";"225,0500031";0;281;280;0;;-19
1420;"1,72E+12";0;"51,25";"225,0500031";0;281;280;0;;-15
1421;"1,72E+12";0;"50,25";"213,75";0;281;280;0;;-1
1422;"1,72E+12";0;"45,25";"202,3500061";0;281;280;0;;-5
1423;"1,72E+12";0;"33,25";"202,3500061";0;281;280;0;;-12
1424;"1,72E+12";0;"25,25";"190,3999939";0;281;280;0;;-8
1425;"1,72E+12";0;"21,25";"177,75";0;281;280;0;;-4
1426;"1,72E+12";0;"20,25";"177,75";0;281;280;0;;-1
1427;"1,72E+12";0;"15,25";"164,8500061";0;281;280;0;;-5
1428;"1,72E+12";0;"5,25";"150,8500061";0;281;280;0;;-10
1429;"1,72E+12";0;"-0,75";"150,8500061";0;281;280;0;;-6
1430;"1,72E+12";0;"-0,75";"136,6000061";0;281;280;0;;0
1431;"1,72E+12";0;"-0,75";"122,8000031";0;281;280;0;;0
1432;"1,72E+12";0;"-1,75";"122,8000031";0;281;280;0;;-1
1433;"1,72E+12";0;"-1,75";"109,0999985";0;281;280;0;;0
1434;"1,72E+12";0;"3,25";"95,55000305";0;281;280;0;;5
1435;"1,72E+12";0;"10,25";"95,55000305";0;281;280;0;;7
1436;"1,72E+12";0;"9,25";"82,59999847";0;281;280;0;;-1
1437;"1,72E+12";0;"3,25";"70,44999695";0;281;280;0;;-6
1438;"1,72E+12";0;"-1,75";"70,44999695";0;281;280;0;;-5
1439;"1,72E+12";0;"-3,75";"59,20000076";0;281;280;0;;-2
1440;"1,72E+12";0;"-3,75";"49,09999847";0;281;280;0;;0
1441;"1,72E+12";0;"-5,75";"49,09999847";0;281;280;0;;-2
1442;"1,72E+12";0;"-4,75";"39,04999924";0;281;280;0;;1
1443;"1,72E+12";0;"0,25";"30,39999962";0;281;280;0;;5
1444;"1,72E+12";0;"6,25";"30,39999962";0;281;280;0;;6
1445;"1,72E+12";0;"8,25";"23,45000076";0;281;280;0;;2
1446;"1,72E+12";0;"6,25";18;0;281;280;0;;-2
1447;"1,72E+12";0;"3,25";"12,94999981";0;281;280;0;;-3
1448;"1,72E+12";0;"0,25";"12,94999981";0;281;280;0;;-3
1449;"1,72E+12";0;"-1,75";"9,649999619";0;281;280;0;;-2
1450;"1,72E+12";0;"-4,75";7;0;281;280;0;;-3
1451;"1,72E+12";0;"-3,75";7;0;281;280;0;;1
1452;"1,72E+12";0;"0,25";"4,550000191";0;281;280;0;;4
1453;"1,72E+12";0;"5,25";"2,900000095";0;281;280;0;;5
1454;"1,72E+12";0;"8,25";"2,900000095";0;281;280;0;;3
1455;"1,72E+12";0;"6,25";"2,25";0;281;280;0;;-2
1456;"1,72E+12";0;"3,25";"1,549999952";0;281;280;0;;-3
1457;"1,72E+12";0;"-4,75";"1,549999952";0;281;280;0;;-8
1458;"1,72E+12";0;"-9,75";"1,049999952";0;281;280;0;;-5
1459;"1,72E+12";0;"-10,75";"0,600000024";0;281;280;0;;-1
1460;"1,72E+12";0;"-7,75";"0,600000024";0;281;280;0;;3
1461;"1,72E+12";0;"-3,75";"0,25";0;281;280;0;;4
1462;"1,72E+12";0;"-0,75";"0,150000006";0;281;280;0;;3
1463;"1,72E+12";0;"1,25";"0,150000006";0;281;280;0;;2
1464;"1,72E+12";0;"3,25";"0,300000012";0;281;280;0;;2
1465;"1,72E+12";0;"3,25";"-0,050000001";0;281;280;0;;0
1466;"1,72E+12";0;"-2,75";"-0,050000001";0;281;280;0;;-6
1467;"1,72E+12";0;"-10,75";"-0,649999976";0;281;280;0;;-8
1468;"1,72E+12";0;"-14,75";"-1,100000024";0;281;280;0;;-4
1469;"1,72E+12";0;"-14,75";"-1,649999976";0;281;280;0;;0
1470;"1,72E+12";0;"-11,75";"-1,649999976";0;281;280;0;;3
1471;"1,72E+12";0;"-5,75";"-1,950000048";0;281;280;0;;6
1472;"1,72E+12";0;"0,25";"-1,700000048";0;281;280;0;;6
1473;"1,72E+12";0;"4,25";"-1,700000048";0;281;280;0;;4
1474;"1,72E+12";0;"6,25";"-1,799999952";0;281;280;0;;2
1475;"1,72E+12";0;"5,25";"-1,950000048";0;281;280;0;;-1
1476;"1,72E+12";0;"-1,75";"-1,950000048";0;281;280;0;;-7
1477;"1,72E+12";0;"-7,75";"-2,200000048";0;281;280;0;;-6
1478;"1,72E+12";0;"-10,75";"-2,599999905";0;281;280;0;;-3
1479;"1,72E+12";0;"-8,75";"-2,599999905";0;281;280;0;;2
1480;"1,72E+12";0;"1,25";"-2,950000048";0;281;280;0;;10
1481;"1,72E+12";0;"7,25";"-2,700000048";0;281;280;0;;6
1482;"1,72E+12";0;"8,25";"-2,700000048";0;281;280;0;;1
1483;"1,72E+12";0;"8,25";"-2,299999952";0;281;280;0;;0
1484;"1,72E+12";0;"6,25";"-2,299999952";0;281;280;0;;-2
1485;"1,72E+12";0;"0,25";"-2,299999952";0;281;280;0;;-6
1486;"1,72E+12";0;"-6,75";"-2,599999905";0;281;280;0;;-7
1487;"1,72E+12";0;"-12,75";"-2,700000048";0;281;280;0;;-6
1488;"1,72E+12";0;"-8,75";"-2,700000048";0;281;280;0;;4
1489;"1,72E+12";0;"0,25";"-2,650000095";0;281;280;0;;9
1490;"1,72E+12";0;"5,25";"-2,25";0;281;280;0;;5
1491;"1,72E+12";0;"8,25";"-2,25";0;281;280;0;;3
1492;"1,72E+12";0;"9,25";"-1,649999976";0;281;280;0;;1
1493;"1,72E+12";0;"8,25";"-1,25";0;281;280;0;;-1
1494;"1,72E+12";0;"1,25";"-1,25";0;281;280;0;;-7
1495;"1,72E+12";0;"-6,75";"-1,350000024";0;281;280;0;;-8
1496;"1,72E+12";0;"-11,75";"-1,549999952";0;281;280;0;;-5
1497;"1,72E+12";0;"-8,75";"-1,450000048";0;281;280;0;;3
1498;"1,72E+12";0;"-0,75";"-1,450000048";0;281;280;0;;8
1499;"1,72E+12";0;"5,25";"-0,75";0;281;280;0;;6
1500;"1,72E+12";0;"9,25";"0,100000001";0;281;280;0;;4
1501;"1,72E+12";0;"11,25";"0,100000001";0;281;280;0;;2
1502;"1,72E+12";0;"12,25";"0,649999976";0;281;280;0;;1
1503;"1,72E+12";0;"4,25";"1,049999952";0;281;280;0;;-8
1504;"1,72E+12";0;"-3,75";"1,049999952";0;281;280;0;;-8
1505;"1,72E+12";0;"-9,75";"0,600000024";0;281;280;0;;-6
1506;"1,72E+12";0;"-11,75";"0,200000003";0;281;280;0;;-2
1507;"1,72E+12";0;"-9,75";"0,200000003";0;281;280;0;;2
1508;"1,72E+12";0;"-6,75";"0,100000001";0;281;280;0;;3
1509;"1,72E+12";0;"0,25";"0,200000003";0;281;280;0;;7
1510;"1,72E+12";0;"6,25";"0,200000003";0;281;280;0;;6
1511;"1,72E+12";0;"6,25";"0,449999988";0;281;280;0;;0
1512;"1,72E+12";0;"1,25";"0,349999994";0;281;280;0;;-5
1513;"1,72E+12";0;"-5,75";"-0,349999994";0;281;280;0;;-7
1514;"1,72E+12";0;"-8,75";"-0,349999994";0;281;280;0;;-3
1515;"1,72E+12";0;"-7,75";"-0,800000012";0;281;280;0;;1
1516;"1,72E+12";0;"-4,75";"-0,699999988";0;281;280;0;;3
1517;"1,72E+12";0;"-0,75";"-0,699999988";0;281;280;0;;4
1518;"1,72E+12";0;"2,25";"-0,300000012";0;281;280;0;;3
1519;"1,72E+12";0;"5,25";"-0,200000003";0;281;280;0;;3
1520;"1,72E+12";0;"4,25";"-0,200000003";0;281;280;0;;-1
1521;"1,72E+12";0;"-0,75";"-0,400000006";0;281;280;0;;-5
1522;"1,72E+12";0;"-5,75";"-0,899999976";0;281;280;0;;-5
1523;"1,72E+12";0;"-6,75";"-0,899999976";0;281;280;0;;-1
1524;"1,72E+12";0;"-2,75";"-1,299999952";0;281;280;0;;4
1525;"1,72E+12";0;"0,25";"-1,100000024";0;281;280;0;;3
1526;"1,72E+12";0;"2,25";"-1,100000024";0;281;280;0;;2
1527;"1,72E+12";0;"5,25";"-0,550000012";0;281;280;0;;3
1528;"1,72E+12";0;"10,25";"-0,25";0;281;280;0;;5
1529;"1,72E+12";0;"10,25";"-0,25";0;281;280;0;;0
1530;"1,72E+12";0;"7,25";0;0;281;280;0;;-3
1531;"1,72E+12";0;"-1,75";"-0,200000003";0;281;280;0;;-9
1532;"1,72E+12";0;"-4,75";"-0,200000003";0;281;280;0;;-3
1533;"1,72E+12";0;"-5,75";"-1,049999952";0;281;280;0;;-1
1534;"1,72E+12";0;"-5,75";"-1,149999976";0;281;280;0;;0
1535;"1,72E+12";0;"-3,75";"-1,149999976";0;281;280;0;;2
1536;"1,72E+12";0;"1,25";"-0,850000024";0;281;280;0;;5
1537;"1,72E+12";0;"6,25";"-0,300000012";0;281;280;0;;5
1538;"1,72E+12";0;"8,25";"-0,300000012";0;281;280;0;;2
1539;"1,72E+12";0;"5,25";"0,449999988";0;281;280;0;;-3
1540;"1,72E+12";0;"1,25";"0,400000006";0;281;280;0;;-4
1541;"1,72E+12";0;"-2,75";"-0,050000001";0;281;280;0;;-4
1542;"1,72E+12";0;"-4,75";"-0,050000001";0;281;280;0;;-2
1543;"1,72E+12";0;"-5,75";0;0;281;280;0;;-1
1544;"1,72E+12";0;"-3,75";"0,25";0;281;280;0;;2
1545;"1,72E+12";0;"0,25";"0,25";0;281;280;0;;4
1546;"1,72E+12";0;"8,25";"0,5";0;281;280;0;;8
1547;"1,72E+12";0;"10,25";"1,049999952";0;281;280;0;;2
1548;"1,72E+12";0;"7,25";"1,049999952";0;281;280;0;;-3
1549;"1,72E+12";0;"3,25";"1,299999952";0;281;280;0;;-4
1550;"1,72E+12";0;"0,25";"1,25";0;281;280;0;;-3
1551;"1,72E+12";0;"-0,75";"1,25";0;281;280;0;;-1
1552;"1,72E+12";0;"-0,75";"1,25";0;281;280;0;;0
1553;"1,72E+12";0;"0,25";"1,549999952";0;281;280;0;;1
1554;"1,72E+12";0;"0,25";"1,549999952";0;281;280;0;;0
1555;"1,72E+12";0;"0,25";"1,700000048";0;281;280;0;;0
1556;"1,72E+12";0;"-1,75";"1,600000024";0;281;280;0;;-2
1557;"1,72E+12";0;"-2,75";"1,600000024";0;281;280;0;;-1
1558;"1,72E+12";0;"-2,75";"1,200000048";0;281;280;0;;0
1559;"1,72E+12";0;"-3,75";"0,550000012";0;281;280;0;;-1
1560;"1,72E+12";0;"-7,75";"0,550000012";0;281;280;0;;-4
1561;"1,72E+12";0;"-9,75";"-0,200000003";0;281;280;0;;-2
1562;"1,72E+12";0;"-8,75";"-0,449999988";0;281;280;0;;1
1563;"1,72E+12";0;"-3,75";"-0,349999994";0;281;280;0;;5
1564;"1,72E+12";0;"0,25";"-0,349999994";0;281;280;0;;4
1565;"1,72E+12";0;"1,25";"-0,150000006";0;281;280;0;;1
1566;"1,72E+12";0;"1,25";"-0,150000006";0;281;280;0;;0
1567;"1,72E+12";0;"1,25";"-0,150000006";0;281;280;0;;0
1568;"1,72E+12";0;"-0,75";"-0,5";0;281;280;0;;-2
1569;"1,72E+12";0;"-3,75";"-0,800000012";0;281;280;0;;-3
1570;"1,72E+12";0;"-7,75";"-0,800000012";0;281;280;0;;-4
1571;"1,72E+12";0;"-8,75";"-1,049999952";0;281;280;0;;-1
1572;"1,72E+12";0;"-4,75";"-1,25";0;281;280;0;;4
1573;"1,72E+12";0;"2,25";"-1,25";0;281;280;0;;7
1574;"1,72E+12";0;"4,25";"-0,949999988";0;281;280;0;;2
1575;"1,72E+12";0;"4,25";"-0,75";0;281;280;0;;0
1576;"1,72E+12";0;"5,25";"-0,75";0;281;280;0;;1
1577;"1,72E+12";0;"7,25";-1;0;281;280;0;;2
1578;"1,72E+12";0;"6,25";-1;0;281;280;0;;-1
1579;"1,72E+12";0;"0,25";-1;0;281;280;0;;-6
1580;"1,72E+12";0;"-3,75";"-1,149999976";0;281;280;0;;-4
1581;"1,72E+12";0;"-6,75";"-1,149999976";0;281;280;0;;-3
1582;"1,72E+12";0;"-4,75";"-1,450000048";0;281;280;0;;2
1583;"1,72E+12";0;"-1,75";"-1,649999976";0;281;280;0;;3
1584;"1,72E+12";0;"0,25";"-1,649999976";0;281;280;0;;2
1585;"1,72E+12";0;"3,25";"-1,649999976";0;281;280;0;;3
1586;"1,72E+12";0;"10,25";"-1,5";0;281;280;0;;7
1587;"1,72E+12";0;"13,25";"-1,5";0;281;280;0;;3
1588;"1,72E+12";0;"10,25";"-0,699999988";0;281;280;0;;-3
1589;"1,72E+12";0;"5,25";"-0,050000001";0;281;280;0;;-5
1590;"1,72E+12";0;"-1,75";"0,25";0;281;280;0;;-7
1591;"1,72E+12";0;"-4,75";"0,25";0;281;280;0;;-3
1592;"1,72E+12";0;"-5,75";"0,5";0;281;280;0;;-1
1593;"1,72E+12";0;"-4,75";"0,400000006";0;281;280;0;;1
1594;"1,72E+12";0;"-0,75";"0,400000006";0;281;280;0;;4
1595;"1,72E+12";0;"4,25";"0,349999994";0;281;280;0;;5
1596;"1,72E+12";0;"8,25";"0,5";0;281;280;0;;4
1597;"1,72E+12";0;"6,25";"0,5";0;281;280;0;;-2
1598;"1,72E+12";0;"1,25";"0,75";0;281;280;0;;-5
1599;"1,72E+12";0;"-3,75";"0,850000024";0;281;280;0;;-5
1600;"1,72E+12";0;"-4,75";"0,850000024";0;281;280;0;;-1
1601;"1,72E+12";0;"-4,75";1;0;281;280;0;;0
1602;"1,72E+12";0;"-3,75";"1,200000048";0;281;280;0;;1
1603;"1,72E+12";0;"-0,75";"1,200000048";0;281;280;0;;3
1604;"1,72E+12";0;"4,25";"1,049999952";0;281;280;0;;5
1605;"1,72E+12";0;"6,25";"1,049999952";0;281;280;0;;2
1606;"1,72E+12";0;"3,25";"1,049999952";0;281;280;0;;-3
1607;"1,72E+12";0;"-0,75";"0,949999988";0;281;280;0;;-4
1608;"1,72E+12";0;"-2,75";"0,550000012";0;281;280;0;;-2
1609;"1,72E+12";0;"-4,75";"0,550000012";0;281;280;0;;-2
1610;"1,72E+12";0;"-6,75";"0,300000012";0;281;280;0;;-2
1611;"1,72E+12";0;"-6,75";"0,300000012";0;281;280;0;;0
1612;"1,72E+12";0;"-1,75";"0,449999988";0;281;280;0;;5
1613;"1,72E+12";0;"6,25";"0,449999988";0;281;280;0;;8
1614;"1,72E+12";0;"10,25";"0,75";0;281;280;0;;4
1615;"1,72E+12";0;"10,25";"1,100000024";0;281;280;0;;0
1616;"1,72E+12";0;"2,25";"1,100000024";0;281;280;0;;-8
1617;"1,72E+12";0;"-1,75";"0,550000012";0;281;280;0;;-4
1618;"1,72E+12";0;"-7,75";"-0,050000001";0;281;280;0;;-6
1619;"1,72E+12";0;"-12,75";"-0,050000001";0;281;280;0;;-5
1620;"1,72E+12";0;"-13,75";"-0,600000024";0;281;280;0;;-1
1621;"1,72E+12";0;"-9,75";"-1,049999952";0;281;280;0;;4
1622;"1,72E+12";0;"3,25";"-1,049999952";0;281;280;0;;13
1623;"1,72E+12";0;"14,25";"-0,600000024";0;281;280;0;;11
1624;"1,72E+12";0;"16,25";"0,150000006";0;281;280;0;;2
1625;"1,72E+12";0;"12,25";"0,150000006";0;281;280;0;;-4
1626;"1,72E+12";0;"6,25";"0,550000012";0;281;280;0;;-6
1627;"1,72E+12";0;"-0,75";"0,550000012";0;281;280;0;;-7
1628;"1,72E+12";0;"-8,75";"0,550000012";0;281;280;0;;-8
1629;"1,72E+12";0;"-13,75";"0,050000001";0;281;280;0;;-5
1630;"1,72E+12";0;"-12,75";"-0,400000006";0;281;280;0;;1
1631;"1,72E+12";0;"-2,75";"-0,300000012";0;281;280;0;;10
1632;"1,72E+12";0;"4,25";"-0,300000012";0;281;280;0;;7
1633;"1,72E+12";0;"7,25";"-0,050000001";0;281;280;0;;3
1634;"1,72E+12";0;"9,25";"0,100000001";0;281;280;0;;2
1635;"1,72E+12";0;"8,25";"0,100000001";0;281;280;0;;-1
1636;"1,72E+12";0;"3,25";"0,349999994";0;281;280;0;;-5
1637;"1,72E+12";0;"-2,75";"0,25";0;281;280;0;;-6
1638;"1,72E+12";0;"-10,75";"0,25";0;281;280;0;;-8
1639;"1,72E+12";0;"-8,75";"-0,050000001";0;281;280;0;;2
1640;"1,72E+12";0;"-2,75";"-0,150000006";0;281;280;0;;6
1641;"1,72E+12";0;"3,25";"-0,150000006";0;281;280;0;;6
1642;"1,72E+12";0;"8,25";"0,100000001";0;281;280;0;;5
1643;"1,72E+12";0;"12,25";"0,200000003";0;281;280;0;;4
1644;"1,72E+12";0;"12,25";"0,200000003";0;281;280;0;;0
1645;"1,72E+12";0;"8,25";"0,300000012";0;281;280;0;;-4
1646;"1,72E+12";0;"-3,75";"0,600000024";0;281;280;0;;-12
1647;"1,72E+12";0;"-7,75";"0,600000024";0;281;280;0;;-4
1648;"1,72E+12";0;"-7,75";"0,300000012";0;281;280;0;;0
1649;"1,72E+12";0;"-0,75";"0,550000012";0;281;280;0;;7
1650;"1,72E+12";0;"4,25";"0,550000012";0;281;280;0;;5
1651;"1,72E+12";0;"10,25";"1,450000048";0;281;280;0;;6
1652;"1,72E+12";0;"14,25";"1,799999952";0;281;280;0;;4
1653;"1,72E+12";0;"12,25";"1,799999952";0;281;280;0;;-2
1654;"1,72E+12";0;"-0,75";"1,700000048";0;281;280;0;;-13
1655;"1,72E+12";0;"-8,75";"1,049999952";0;281;280;0;;-8
1656;"1,72E+12";0;"-11,75";"1,049999952";0;281;280;0;;-3
1657;"1,72E+12";0;"-9,75";"0,150000006";0;281;280;0;;2
1658;"1,72E+12";0;"-5,75";"0,100000001";0;281;280;0;;4
1659;"1,72E+12";0;"-3,75";"0,100000001";0;281;280;0;;2
1660;"1,72E+12";0;"-0,75";"0,600000024";0;281;280;0;;3
1661;"1,72E+12";0;"4,25";"0,699999988";0;281;280;0;;5
1662;"1,72E+12";0;"6,25";"0,800000012";0;281;280;0;;2
1663;"1,72E+12";0;"0,25";"0,800000012";0;281;280;0;;-6
1664;"1,72E+12";0;"-6,75";"0,449999988";0;281;280;0;;-7
1665;"1,72E+12";0;"-9,75";"-0,300000012";0;281;280;0;;-3
1666;"1,72E+12";0;"-10,75";"-0,300000012";0;281;280;0;;-1
1667;"1,72E+12";0;"-8,75";"-0,699999988";0;281;280;0;;2
1668;"1,72E+12";0;"-6,75";"-0,600000024";0;281;280;0;;2
1669;"1,72E+12";0;"-2,75";"-0,600000024";0;281;280;0;;4
1670;"1,72E+12";0;"1,25";"-0,300000012";0;281;280;0;;4
1671;"1,72E+12";0;"9,25";"-0,400000006";0;281;280;0;;8
1672;"1,72E+12";0;"10,25";"-0,400000006";0;281;280;0;;1
1673;"1,72E+12";0;"6,25";"-0,300000012";0;281;280;0;;-4
1674;"1,72E+12";0;"-0,75";"-0,600000024";0;281;280;0;;-7
1675;"1,72E+12";0;"-2,75";"-0,600000024";0;281;280;0;;-2
1676;"1,72E+12";0;"0,25";"-1,149999976";0;281;280;0;;3
1677;"1,72E+12";0;"0,25";"-0,75";0;281;280;0;;0
1678;"1,72E+12";0;"1,25";"-0,75";0;281;280;0;;1
1679;"1,72E+12";0;"3,25";"-0,300000012";0;281;280;0;;2
1680;"1,72E+12";0;"6,25";"-0,349999994";0;281;280;0;;3
1681;"1,72E+12";0;"5,25";"-0,600000024";0;281;280;0;;-1
1682;"1,72E+12";0;"-0,75";"-0,600000024";0;281;280;0;;-6
1683;"1,72E+12";0;"-3,75";"-1,25";0;281;280;0;;-3
1684;"1,72E+12";0;"-2,75";"-1,399999976";0;281;280;0;;1
1685;"1,72E+12";0;"0,25";"-1,399999976";0;281;280;0;;3
1686;"1,72E+12";0;"3,25";"-0,800000012";0;281;280;0;;3
1687;"1,72E+12";0;"4,25";"-0,150000006";0;281;280;0;;1
1688;"1,72E+12";0;"8,25";"-0,150000006";0;281;280;0;;4
1689;"1,72E+12";0;"10,25";"0,449999988";0;281;280;0;;2
1690;"1,72E+12";0;"6,25";1;0;281;280;0;;-4
1691;"1,72E+12";0;"1,25";1;0;281;280;0;;-5
1692;"1,72E+12";0;"-2,75";"0,75";0;281;280;0;;-4
1693;"1,72E+12";0;"-2,75";"0,600000024";0;281;280;0;;0
1694;"1,72E+12";0;"-0,75";"0,600000024";0;281;280;0;;2
1695;"1,72E+12";0;"1,25";"0,899999976";0;281;280;0;;2
1696;"1,72E+12";0;"2,25";"1,5";0;281;280;0;;1
1697;"1,72E+12";0;"4,25";"1,5";0;281;280;0;;2
1698;"1,72E+12";0;"6,25";"2,150000095";0;281;280;0;;2
1699;"1,72E+12";0;"3,25";"2,599999905";0;281;280;0;;-3
1700;"1,72E+12";0;"-3,75";"2,599999905";0;281;280;0;;-7
1701;"1,72E+12";0;"-6,75";"2,349999905";0;281;280;0;;-3
1702;"1,72E+12";0;"-8,75";"1,5";0;281;280;0;;-2
1703;"1,72E+12";0;"-8,75";"1,5";0;281;280;0;;0
1704;"1,72E+12";0;"-8,75";"0,75";0;281;280;0;;0
1705;"1,72E+12";0;"-5,75";"0,449999988";0;281;280;0;;3
1706;"1,72E+12";0;"4,25";"0,649999976";0;281;280;0;;10
1707;"1,72E+12";0;"7,25";"0,649999976";0;281;280;0;;3
1708;"1,72E+12";0;"5,25";"0,949999988";0;281;280;0;;-2
1709;"1,72E+12";0;"1,25";"0,850000024";0;281;280;0;;-4
1710;"1,72E+12";0;"-2,75";"0,850000024";0;281;280;0;;-4
1711;"1,72E+12";0;"-4,75";"0,449999988";0;281;280;0;;-2
1712;"1,72E+12";0;"-5,75";"0,25";0;281;280;0;;-1
1713;"1,72E+12";0;"-5,75";"0,25";0;281;280;0;;0
1714;"1,72E+12";0;"-3,75";"0,150000006";0;281;280;0;;2
1715;"1,72E+12";0;"2,25";"-0,050000001";0;281;280;0;;6
1716;"1,72E+12";0;"4,25";"-0,050000001";0;281;280;0;;2
1717;"1,72E+12";0;"2,25";0;0;281;280;0;;-2
1718;"1,72E+12";0;"-0,75";"-0,300000012";0;281;280;0;;-3
1719;"1,72E+12";0;"-0,75";"-0,300000012";0;281;280;0;;0
1720;"1,72E+12";0;"2,25";"-0,850000024";0;281;280;0;;3
1721;"1,72E+12";0;"4,25";"-0,800000012";0;281;280;0;;2
1722;"1,72E+12";0;"5,25";"-0,400000006";0;281;280;0;;1
1723;"1,72E+12";0;"6,25";"-0,400000006";0;281;280;0;;1
1724;"1,72E+12";0;"8,25";"-0,050000001";0;281;280;0;;2
1725;"1,72E+12";0;"9,25";"0,349999994";0;281;280;0;;1
1726;"1,72E+12";0;"6,25";"0,349999994";0;281;280;0;;-3
1727;"1,72E+12";0;"3,25";"0,449999988";0;281;280;0;;-3
1728;"1,72E+12";0;"1,25";"0,300000012";0;281;280;0;;-2
1729;"1,72E+12";0;"0,25";"0,300000012";0;281;280;0;;-1
1730;"1,72E+12";0;"-1,75";"0,5";0;281;280;0;;-2
1731;"1,72E+12";0;"-3,75";"0,75";0;281;280;0;;-2
1732;"1,72E+12";0;"-2,75";"0,75";0;281;280;0;;1
1733;"1,72E+12";0;"0,25";"1,049999952";0;281;280;0;;3
1734;"1,72E+12";0;"5,25";"1,5";0;281;280;0;;5
1735;"1,72E+12";0;"5,25";"1,5";0;281;280;0;;0
1736;"1,72E+12";0;"5,25";"1,549999952";0;281;280;0;;0
1737;"1,72E+12";0;"2,25";"1,450000048";0;281;280;0;;-3
1738;"1,72E+12";0;"-1,75";"1,450000048";0;281;280;0;;-4
1739;"1,72E+12";0;"-5,75";"1,299999952";0;281;280;0;;-4
1740;"1,72E+12";0;"-10,75";"1,149999976";0;281;280;0;;-5
1741;"1,72E+12";0;"-10,75";"1,149999976";0;281;280;0;;0
1742;"1,72E+12";0;"-6,75";"0,850000024";0;281;280;0;;4
1743;"1,72E+12";0;"1,25";"0,800000012";0;281;280;0;;8
1744;"1,72E+12";0;"6,25";"0,800000012";0;281;280;0;;5
1745;"1,72E+12";0;"8,25";"1,299999952";0;281;280;0;;2
1746;"1,72E+12";0;"7,25";"1,5";0;281;280;0;;-1
1747;"1,72E+12";0;"4,25";"1,5";0;281;280;0;;-3
1748;"1,72E+12";0;"1,25";"1,600000024";0;281;280;0;;-3
1749;"1,72E+12";0;"-3,75";"1,700000048";0;281;280;0;;-5
1750;"1,72E+12";0;"-5,75";"1,700000048";0;281;280;0;;-2
1751;"1,72E+12";0;"-5,75";"1,299999952";0;281;280;0;;0
1752;"1,72E+12";0;"-3,75";"0,75";0;281;280;0;;2
1753;"1,72E+12";0;"-0,75";"0,75";0;281;280;0;;3
1754;"1,72E+12";0;"3,25";"0,400000006";0;281;280;0;;4
1755;"1,72E+12";0;"8,25";"0,100000001";0;281;280;0;;5
1756;"1,72E+12";0;"7,25";"0,200000003";0;281;280;0;;-1
1757;"1,72E+12";0;"0,25";"0,200000003";0;281;280;0;;-7
1758;"1,72E+12";0;"-8,75";"0,050000001";0;281;280;0;;-9
1759;"1,72E+12";0;"-10,75";"-0,5";0;281;280;0;;-2
1760;"1,72E+12";0;"-7,75";"-0,5";0;281;280;0;;3
1761;"1,72E+12";0;"-2,75";"-0,800000012";0;281;280;0;;5
1762;"1,72E+12";0;"2,25";"-0,800000012";0;281;280;0;;5
1763;"1,72E+12";0;"5,25";"-0,800000012";0;281;280;0;;3
1764;"1,72E+12";0;"7,25";"-0,550000012";0;281;280;0;;2
1765;"1,72E+12";0;"5,25";"-0,449999988";0;281;280;0;;-2
1766;"1,72E+12";0;"-2,75";"-0,449999988";0;281;280;0;;-8
1767;"1,72E+12";0;"-10,75";"-0,850000024";0;281;280;0;;-8
1768;"1,72E+12";0;"-13,75";"-1,299999952";0;281;280;0;;-3
1769;"1,72E+12";0;"-9,75";"-1,299999952";0;281;280;0;;4
1770;"1,72E+12";0;"-2,75";"-1,5";0;281;280;0;;7
1771;"1,72E+12";0;"5,25";"-1,100000024";0;281;280;0;;8
1772;"1,72E+12";0;"9,25";"-1,100000024";0;281;280;0;;4
1773;"1,72E+12";0;"10,25";"-0,300000012";0;281;280;0;;1
1774;"1,72E+12";0;"10,25";"-0,100000001";0;281;280;0;;0
1775;"1,72E+12";0;"6,25";"-0,100000001";0;281;280;0;;-4
1776;"1,72E+12";0;"-2,75";"-0,200000003";0;281;280;0;;-9
1777;"1,72E+12";0;"-8,75";"-0,550000012";0;281;280;0;;-6
1778;"1,72E+12";0;"-10,75";"-0,550000012";0;281;280;0;;-2
1779;"1,72E+12";0;"-7,75";"-1,149999976";0;281;280;0;;3
1780;"1,72E+12";0;"-1,75";"-1,25";0;281;280;0;;6
1781;"1,72E+12";0;"2,25";"-1,25";0;281;280;0;;4
1782;"1,72E+12";0;"7,25";"-0,850000024";0;281;280;0;;5
1783;"1,72E+12";0;"10,25";"-0,449999988";0;281;280;0;;3
1784;"1,72E+12";0;"8,25";"-0,200000003";0;281;280;0;;-2
1785;"1,72E+12";0;"2,25";"-0,200000003";0;281;280;0;;-6
